,inputs,policies,labels
12474,"The level of agreement among reviewers is indicated on each reviewer's personal page, using a coloring scheme.",{decision: allow; subject: none; action: indicate; resource: level of agreement among reviewers; condition: none; purpose: none},11
12475,the judge cannot approve projects he either reviewed or submitted.,{decision: deny; subject: judge; action: approve; resource: projects he submitted; condition: none; purpose: none},10
12476,"System displays the details for the appointment in a new page, including the appointment type, the appointment date and start time, comment, and the name of either the patient (only for the user being an LHCP) or the LHCP (only for the user being a patient).",{decision: allow; subject: system; action: display; resource: comment; condition: none; purpose: none | decision: allow; subject: system; action: display; resource: appointment type; condition: none; purpose: none | decision: allow; subject: system; action: display; resource: details for the appointment; condition: none; purpose: none | decision: allow; subject: system; action: display; resource: appointment date and start time; condition: none; purpose: none},10
12477,The administrator has authenticated himself or herself in the iTrust Medical Records system (UC2).,{decision: allow; subject: administrator; action: authenticate; resource: name of the hospital; condition: none; purpose: none},3
12478," ""In case of emergency any employee can activate the fire alarm system.""",{decision: allow; subject: pc chair; action: activate; resource: fire alarm system; condition: emergency; purpose: none},1
12479,An LHCP reviews pending consultations.,{decision: allow; subject: lhcp; action: review; resource: pending consultations; condition: none; purpose: none},11
12480,"The patient, UAP, or personal representative tries to enter more than ten physiologic data points for one day and is told additional data cannot be entered.",{decision: allow; subject: patient; action: delete; resource: ten physiologic data points; condition: none; purpose: none | decision: allow; subject: personal representative; action: enter; resource: ten physiologic data points; condition: none; purpose: none | decision: allow; subject: uap; action: enter; resource: ten physiologic data points; condition: none; purpose: none},2
12481,"An LHCP can see the blood pressure and glucose levels , or weight, height, and pedometer readings  for the patients he or she is monitoring, with two separate lists for physiologic and height or weight or pedometer readings .",{decision: allow; subject: lhcp; action: see; resource: blood pressure; condition: none; purpose: none | decision: allow; subject: lhcp; action: see; resource: height; condition: none; purpose: none | decision: allow; subject: lhcp; action: see; resource: pedometer readings; condition: none; purpose: none | decision: allow; subject: lhcp; action: see; resource: glucose levels; condition: none; purpose: none},10
12482,The administrator types an invalid name and is prompted to try again.,{decision: allow; subject: none; action: type; resource: invalid name; condition: none; purpose: none},6
12483,"If this survey has already brought a blessing, the patient or personal health representative will not be able to participate in the survey to view any previously submitted survey.",{decision: deny; subject: patient; action: view; resource: previously submitted survey; condition: survey has already brought a blessing; purpose: none | decision: deny; subject: personal health representative; action: view; resource: previously submitted survey; condition: survey has already brought a blessing; purpose: none | decision: deny; subject: patient; action: participate; resource: survey; condition: survey has already brought a blessing; purpose: none},10
12484,Reviewers are also asked to inform the maintainer of papers they do not want to review because of a conflict of interest.,{decision: deny; subject: reviewers; action: inform; resource: maintainer of papers; condition: none; purpose: none},0
12485,The LHCP is presented with a listing of all his or her patients to view weight or pedometer data reported during the current date.,{decision: allow; subject: “secret” user; action: present; resource: listing of all his or her patients; condition: none; purpose: view weight or pedometer data reported during the current date},1
12486,UC1 has completed and a patient has been created.,{decision: allow; subject: none; action: create; resource: patient; condition: none; purpose: none},10
12487,"For any specific information that a patient may restrict, he or she may not, if he or she chooses, provide access to certified health professionals, possibly and all other licensed health professionals, possibly and possibly no one else.",{decision: deny; subject: none; action: provide; resource: licensed health professionals; condition: patient chooses; purpose: any specific information that a patient may restrict | decision: deny; subject: patient; action: provide; resource: certified health professionals; condition: patient chooses; purpose: any specific information that a patient may restrict},6
12488,"If the systems find a schedule conflict when trying to establish the course offerings the Professor should take, the system will display an error message indicating that a schedule conflict has occurred.",{decision: allow; subject: system; action: display; resource: file containing loinc information; condition: systems find a schedule conflict when trying to establish the course offerings; purpose: schedule conflict has occurred},3
12489,You can submit reviews and find out what happens.,{decision: allow; subject: you; action: find out; resource: what happens; condition: none; purpose: none},10
12490,System presents patient's name and patient’s home phone number (so that reminder calls can be made).,{decision: allow; subject: system; action: present; resource: patient’s name; condition: none; purpose: reminder calls can be made},10
12491,The event is logged and the HCP is returned in the specific office visit record to verify his changes.,{decision: allow; subject: hcp; action: return; resource: specific office visit record; condition: none; purpose: verify his changes},10
12492,The reviewers' pages are regenerated frequently in order to reflect changes (such as conflicting reviews).,{decision: allow; subject: none; action: regenerate; resource: reviewers’ pages; condition: none; purpose: reflect changes},11
12493,"The data in the database is analyzed according to the malaria epidemic heuristic to determine if an epidemic is occurring in the region defined by the zip code that match the first three numbers in the provided zip code (e.g. if zip code 27695 is provided, all data with zip code 276xx is analyzed, where each x is any digit from 0-9).",{decision: allow; subject: none; action: analyze; resource: data in the database; condition: none; purpose: none},9
12494,"The appointment details display the appointment type, appointment date and start time, duration, the name of the patient, and appointment comments .",{decision: allow; subject: appointment details; action: display; resource: appointment type; condition: none; purpose: none | decision: allow; subject: appointment details; action: display; resource: name of the patient; condition: none; purpose: none | decision: allow; subject: appointment details; action: display; resource: duration; condition: none; purpose: none | decision: allow; subject: appointment details; action: display; resource: appointment comments; condition: none; purpose: none},10
12495,Guests can access all the public areas of the site,{decision: deny; subject: guests; action: access; resource: all the public areas of the site; condition: none; purpose: none},0
12496,Shipping Reps can use customer name and customer mailing addresses to ship orders.,{decision: allow; subject: shipping reps; action: user; resource: customer mailing addresses; condition: none; purpose: ship orders},10
12497,During business hours employees can access the company intranet to collaborate on projects.,{decision: allow; subject: employees; action: access; resource: company intranet; condition: none; purpose: collaborate on projects},8
12498,Other reasons are that authors are forced to use it to submit their paper.,{decision: allow; subject: none; action: force; resource: authors; condition: none; purpose: submit their paper},11
12499,"The input data, a timestamp and the fact are saved.",{decision: allow; subject: none; action: save; resource: fact; condition: none; purpose: none | decision: allow; subject: none; action: save; resource: input data; condition: in case of emergency; purpose: none | decision: allow; subject: none; action: save; resource: timestamp; condition: none; purpose: none},4
12500,"The HCP must provide instructions (can neither be empty nor the default form field value), or else they cannot add the prescription.",{decision: allow; subject: hcp; action: provide; resource: instructions; condition: none; purpose: none | decision: deny; subject: hcp; action: add; resource: submitted papers; condition: none; purpose: none},3
12501,The system shall store reason id number for the reason and the name of the reason.,{decision: allow; subject: system; action: store; resource: name of the reason; condition: none; purpose: none},10
12502,An email informing the user of the password change is sent to the user including the MID but not the password.,{decision: allow; subject: none; action: reply; resource: email; condition: none; purpose: none},2
12503,"The notification center also displays a list of the patient and patient representee upcoming appointments, the information of his designated HCP, and the number of unread messages from his message inbox.",{decision: allow; subject: notification center; action: display; resource: number of unread messages from his message inbox; condition: none; purpose: none | decision: allow; subject: notification center; action: display; resource: list of the patient and patient representee upcoming appointments; condition: none; purpose: none | decision: allow; subject: notification center; action: display; resource: 10 physiologic data points; condition: none; purpose: none},3
12504,The administrator records  or deletes  a drug interaction between two prescription drugs.,{decision: allow; subject: administrator; action: record; resource: drug interaction; condition: none; purpose: none | decision: allow; subject: administrator; action: delete; resource: drug interaction; condition: none; purpose: none},11
12505,The system retrieves and displays the grade information for each of the course offerings the Student completed during the previous semester.,{decision: allow; subject: system; action: display; resource: grade information for each of the course offerings the student completed during the previous semester; condition: none; purpose: ensure accuracy | decision: allow; subject: system; action: retrieve; resource: grade information for each of the course offerings the student completed during the previous semester; condition: none; purpose: none},5
12506,Know that windows administrator is not introduced into the system interface to delete an existing entry by insert the reason id number in other existing instance.,{decision: deny; subject: administrator; action: delete; resource: existing entry; condition: insert reason id number in other existing instance; purpose: read the appointments details},5
12507,The CEO and the board of directors are allowed to view the financial statements at any time.,{decision: allow; subject: ceo; action: view; resource: financial statements; condition: none; purpose: none},10
12508,The administrator is allowed to set the length of this period of time.,{decision: allow; subject: none; action: set; resource: length of this period of time; condition: none; purpose: none},6
12509,"A prescription list is then displayed , sorted by start date (the later date is ranked earlier).",{decision: allow; subject: none; action: sort; resource: prescription list; condition: none; purpose: none},10
12510,Authors can submit their abstracts and papers using the web (uploading).,{decision: allow; subject: authors; action: submit; resource: abstracts; condition: none; purpose: none | decision: allow; subject: authors; action: submit; resource: papers; condition: none; purpose: none},11
12511,"If the security question or answer has been set (it is not null) , present security question and obtain answer .",{decision: allow; subject: none; action: obtain; resource: answer; condition: it has been set; purpose: none},10
12512,Demographic information is entered possibly and possibly edited .,{decision: allow; subject: none; action: enter; resource: demographic information; condition: none; purpose: none | decision: allow; subject: none; action: edit; resource: hcp; condition: none; purpose: none},3
12513,The administrator stores the CPT code and the name of the immunization.,{decision: allow; subject: none; action: store; resource: cpt code; condition: none; purpose: none | decision: allow; subject: administrator; action: store; resource: name of the immunization; condition: none; purpose: none},6
12514,Any subject in the hierarchy except the office manager can submit a project.,{decision: allow; subject: subject in the hierarchy; action: submit; resource: project; condition: none; purpose: none},10
12515,"Pharmacy systems are not allowed to read medical records, even as they can read patient record information.",{decision: allow; subject: pharmacy system; action: read; resource: patient record information; condition: none; purpose: none | decision: deny; subject: pharmacy system; action: read; resource: error; condition: none; purpose: none},3
12516,The administrator stores the CPT code and the name of the immunization.,{decision: allow; subject: administrator; action: store; resource: cpt code; condition: none; purpose: none},10
12517,(If a patient or personal representative has not yet completed an office satisfaction survey) The patient may not use the survey for an office visit.,{decision: deny; subject: none; action: use; resource: survey; condition: patient or personal representative has not yet completed an office satisfaction survey; purpose: office visit},6
12518,"For each patient from the monitoring list, the LHCP can edit blood pressure, glucose levels, height, weight and pedometer readings.",{decision: allow; subject: lhcp; action: edit; resource: blood pressure; condition: none; purpose: none | decision: allow; subject: lhcp; action: edit; resource: weight; condition: none; purpose: none | decision: allow; subject: lhcp; action: edit; resource: height; condition: none; purpose: none | decision: allow; subject: lhcp; action: edit; resource: pedometer readings; condition: none; purpose: none | decision: allow; subject: lhcp; action: edit; resource: empty expired prescription list; condition: none; purpose: none},3
12519,The system deletes the professor from the system.,{decision: allow; subject: all subjects; action: delete; resource: professor; condition: none; purpose: none},1
12520,The HCP enters a MID  or name of a patient and confirms their selection .,{decision: allow; subject: hr staff members; action: confirm; resource: selection; condition: none; purpose: none | decision: allow; subject: hcp; action: enter; resource: name of a patient; condition: none; purpose: none | decision: allow; subject: hcp; action: enter; resource: mid; condition: none; purpose: none},1
12521,Users can view an owner's content but not make changes to protect its integrity if an audit happens,{decision: allow; subject: users; action: view; resource: owners content; condition: audit happens; purpose: protect its integrity},10
12522,The HCP can edit the patient according to data format.,{decision: allow; subject: hcp; action: edit; resource: patient; condition: none; purpose: view prescription dates},5
12523,"Owners only change data, which they cannot store almost all to retain.",{decision: deny; subject: owners; action: store; resource: almost all data; condition: none; purpose: retain | decision: allow; subject: owners; action: change; resource: none; condition: none; purpose: none},7
12524,Pharmacy System should not read patient records even if it can read patient medicine orders.,{decision: deny; subject: pharmacy system; action: read; resource: patient records; condition: none; purpose: none | decision: allow; subject: pharmacy system; action: read; resource: patient medicine orders; condition: system is unable to communicate with the course catalog system; purpose: none},4
12525,To ensure data confidentiality only authorized personnel can view the financial statements.,{decision: allow; subject: authorized personnel; action: view; resource: papers that have not received enough bids; condition: none; purpose: ensure data confidentiality},3
12526,Public Health Agent: A person legally authorized view and respond to reports of adverse events.,{decision: allow; subject: public health agent; action: respond; resource: reports of adverse events; condition: registrar selected “delete a student”; purpose: none | decision: allow; subject: public health agent; action: view; resource: reports of adverse events; condition: none; purpose: none},4
12527,"The patient views the list sorted by the role of the accessor relative to the patient (personal health representative, DLHCP, LHCP, UAP, Emergency Responder; any order is fine as long as the list is sorted by role) as well as by date for each role type.",{decision: allow; subject: none; action: view; resource: list; condition: none; purpose: none},6
12528,"Upon sending a referral, the patient, sending HCP, and receiving HCP receive a message summarizing the newly created referral information (sending HCP name & specialty, receiving HCP name & specialty, patient name, referral notes, and referral creation timestamp); additionally, the sending and receiving HCP messages include the referral priority.",{decision: allow; subject: receiving hcp; action: receive; resource: message summarizing the newly created referral information; condition: none; purpose: none | decision: allow; subject: sending hcp; action: receive; resource: message summarizing the newly created referral information; condition: none; purpose: none | decision: deny; subject: patient; action: receive; resource: message summarizing the newly created referral information; condition: none; purpose: none},0
12529,The LHCP must confirm the add.,{decision: allow; subject: none; action: confirm; resource: the add; condition: none; purpose: none},6
12530,Note that the administrator is not allowed to delete an existing entry or change the name of the appointment type in an existing entry via the system interface.,{decision: deny; subject: none; action: change; resource: name of the appointment type; condition: none; purpose: none | decision: deny; subject: administrator; action: delete; resource: existing entry; condition: none; purpose: none},6
12531,One person cannot review a project that has been submitted by another person.,{decision: deny; subject: one person; action: review; resource: project; condition: none; purpose: notifications can be sent to the authors},5
12532,"Customer Service Reps, Pharmacists, and Billing Reps can collect and use customer name and date of birth to help confirm identity.",{decision: allow; subject: billing reps; action: collect; resource: customer name; condition: none; purpose: help confirm identity | decision: allow; subject: customer service reps; action: use; resource: date of birth; condition: none; purpose: help confirm identity | decision: allow; subject: pharmacists; action: collect; resource: customer name; condition: none; purpose: help confirm identity | decision: allow; subject: billing reps; action: send out; resource: date of birth; condition: none; purpose: help confirm identity | decision: allow; subject: pharmacists; action: use; resource: date of birth; condition: none; purpose: help confirm identity | decision: allow; subject: customer service reps; action: collect; resource: customer name; condition: none; purpose: help confirm identity | decision: allow; subject: billing reps; action: use; resource: date of birth; condition: none; purpose: help confirm identity | decision: allow; subject: customer service reps; action: collect; resource: date of birth; condition: none; purpose: help confirm identity | decision: allow; subject: customer service reps; action: use; resource: customer name; condition: none; purpose: help confirm identity | decision: allow; subject: billing reps; action: use; resource: customer name; condition: none; purpose: help confirm identity | decision: allow; subject: pharmacists; action: use; resource: customer name; condition: none; purpose: help confirm identity | decision: allow; subject: pharmacists; action: collect; resource: date of birth; condition: none; purpose: help confirm identity},2
12533," ""Access to Resource E is granted to all users in case the Condition is satisfied.""",{decision: allow; subject: none; action: none; resource: e; condition: patient or personal health representative has not taken an office visit satisfaction survey to an office visit yet; purpose: none},4
12534,A LHCP or ER chooses to view an emergency report and provides an MID .,{decision: allow; subject: er; action: provide; resource: mid; condition: none; purpose: none | decision: allow; subject: lhcp; action: provide; resource: mid; condition: none; purpose: none | decision: allow; subject: lhcp; action: view; resource: emergency report; condition: none; purpose: none},10
12535,The patient chooses the immunization for which to report the adverse event.,{decision: allow; subject: patient; action: choose; resource: none; condition: none; purpose: report the adverse event},7
12536,"A patient can select to report height, weight, possibly and possibly pedometer readings for those for whom he or she is a patient representative.",{decision: allow; subject: patient; action: report; resource: weight; condition: none; purpose: none | decision: allow; subject: patient; action: report; resource: height; condition: none; purpose: none | decision: allow; subject: patient; action: report; resource: pedometer readings; condition: none; purpose: none},11
12537,"(If a patient or personal representative has not taken an office visit satisfaction survey for an office visit yet) The patient may take the survey for an office visit (if the survey has already been taken, the patient or personal health representative will not have the ability to take the survey or view their previously submitted survey).",{decision: allow; subject: patient; action: take; resource: survey; condition: survey has already been taken; purpose: none | decision: deny; subject: personal health representative; action: take; resource: survey; condition: survey has already been taken; purpose: none | decision: allow; subject: patient; action: take; resource: survey; condition: patient or personal representative has not taken an office visit satisfaction survey for an office visit yet; purpose: office visit | decision: deny; subject: personal health representative; action: view; resource: previously submitted survey; condition: survey has already been taken; purpose: none | decision: deny; subject: patient; action: view; resource: previously submitted survey; condition: survey has already been taken; purpose: none},0
12538,"A patient or personal health representative can view a list of his upcoming appointments for himself or herself, as well as appointments for the patients he represents.",{decision: allow; subject: patient; action: view; resource: list of appointments for the patients he represents; condition: none; purpose: none | decision: allow; subject: personal health representative; action: view; resource: list of his upcoming appointments for himself or herself; condition: none; purpose: none | decision: allow; subject: patient; action: view; resource: none; condition: none; purpose: none | decision: allow; subject: personal health representative; action: view; resource: list of appointments for the patients he represents; condition: none; purpose: none},7
12539,Only the Registrar is allowed to change any student information.,{decision: allow; subject: registrar; action: change; resource: any student information; condition: none; purpose: none},11
12540,The administrator may not change his hospital number in this existing area.,{decision: deny; subject: administrator; action: change; resource: hospital number; condition: results of the lab procedure are recorded; purpose: none},4
12541,The LHCP or ER enters a MID and confirms the input.,{decision: allow; subject: lhcp; action: enter; resource: mid; condition: none; purpose: none | decision: allow; subject: lhcp; action: confirm; resource: input; condition: none; purpose: none | decision: allow; subject: er; action: enter; resource: mid; condition: none; purpose: none},10
12542,A public health agent (PHA) selects a specific time period for which he or she would like to see a detailed listing of all adverse events related to prescription drugs  or immunizations  or to see trends in adverse events relate to prescription drugs  or immunizations .,{decision: allow; subject: public health agent (pha); action: select; resource: none; condition: none; purpose: none},7
12543,"Although she cannot search the medical records of the past when her body is found, she can simply add medical records to our system.",{decision: deny; subject: she; action: search; resource: medical records of the past; condition: her body is found; purpose: none | decision: allow; subject: she; action: add; resource: medical records; condition: none; purpose: none},8
12544,"If  students need to read student identification information, the pharmacy system should not read medical records.",{decision: allow; subject: pharmacy system; action: read; resource: medical records; condition: students need to read student identification information; purpose: none},0
12545,This use case allows the Registrar to maintain student information in the registration system.,{decision: allow; subject: registrar; action: maintain; resource: student information in the registration system; condition: none; purpose: none},11
12546,"The patient, UAP, or personal representative enters a glucose level outside the range 0-250.",{decision: allow; subject: patient; action: enter; resource: glucose level outside the range 0-250; condition: none; purpose: none | decision: allow; subject: uap; action: enter; resource: glucose level outside the range 0-250; condition: none; purpose: none | decision: allow; subject: personal representative; action: enter; resource: glucose level outside the range 0-250; condition: none; purpose: none},11
12547,"If the use case was successful, the course offerings a Professor is scheduled to teach have been updated.",{decision: allow; subject: none; action: update; resource: course offerings a professor is scheduled to teach; condition: conflicting reviews exist; purpose: none},4
12548,A patient can request to schedule an appointment with an LHCP .,{decision: allow; subject: patient; action: request; resource: none; condition: chosen patient satisfies the preconditions of the chosen chronic disease; purpose: schedule an appointment with an lhcp},4
12549,"After entering all required information, the HCP selects the Add button .",{decision: deny; subject: hcp; action: select; resource: add button; condition: none; purpose: none},0
12550,The manager and supervisor should have access to view and update the sales reports for analysis.,{decision: allow; subject: manager; action: view; resource: sales reports; condition: none; purpose: analysis},10
12551,"Unlike being able to delete a resident's medical records when they are admitted, she cannot retroactively insert her history into the system.",{decision: deny; subject: she; action: insert; resource: history into the system; condition: none; purpose: none | decision: deny; subject: she; action: delete; resource: residents medical records; condition: they are admitted; purpose: none},0
12552,You can submit reviews and find out what happens.,{decision: allow; subject: you; action: submit; resource: reviews; condition: none; purpose: none | decision: allow; subject: you; action: find out; resource: what happens; condition: under any circumstances; purpose: none},4
12553,The Student verifies the deletion.,{decision: allow; subject: student; action: verify; resource: system configurations; condition: none; purpose: none},3
12554,"The patient, UAP, or personal representative tries to enter more than ten physiologic data points for one day and is told additional data cannot be entered.",{decision: allow; subject: patient; action: enter; resource: ten physiologic data points; condition: none; purpose: none | decision: allow; subject: personal representative; action: enter; resource: ten physiologic data points; condition: none; purpose: alerting the lhcp that a new message reply has arrived | decision: allow; subject: uap; action: enter; resource: ten physiologic data points; condition: none; purpose: none},5
12555,"The patient views the list sorted by dates, most recent access first.",{decision: allow; subject: patient; action: view; resource: list; condition: person is a personal representative; purpose: none},4
12556,The patient chooses to view all LHCPs the patient has ever had an office visit with and those whom he or she had designated .,{decision: allow; subject: patient; action: view; resource: all lhcps the patient has ever had an office visit with; condition: none; purpose: user can reset his or her password | decision: allow; subject: patient; action: view; resource: all lhcps those whom patient had designated; condition: none; purpose: none},5
12557,"The pharmacy system should not read medical records, even if it can read patient orders.",{decision: allow; subject: pharmacy system; action: read; resource: medical records; condition: none; purpose: none | decision: allow; subject: pharmacy system; action: read; resource: patient orders; condition: none; purpose: none},0
12558," ""Subjects Alice and Bob have read and write permissions on Resource L solely for the purpose of auditing.""",{decision: allow; subject: bob; action: write; resource: l; condition: none; purpose: auditing | decision: allow; subject: none; action: read; resource: l; condition: none; purpose: auditing},6
12559,A LHCP refers a patient to another receiving LHCP.,{decision: allow; subject: lhcp; action: refer; resource: patient; condition: none; purpose: none},11
12560,"A patient, patient representative, or LHCP can sort messages in his message outbox by the recipient's last name or timestamp (but not both) in either ascending or descending order.",{decision: allow; subject: patient representative; action: sort; resource: messages in his message outbox; condition: none; purpose: none | decision: allow; subject: lhcp; action: sort; resource: messages in his message outbox; condition: none; purpose: none | decision: allow; subject: patient; action: sort; resource: messages in his message outbox; condition: invoice total amount exceeds one million; purpose: none},4
12561,The iTrust user (HCP) or administrator has been authenticated in the iTrust Medical Records system (UC3).,{decision: allow; subject: none; action: authenticate; resource: hcp; condition: none; purpose: none | decision: allow; subject: none; action: authenticate; resource: none; condition: none; purpose: none},7
12562,"A physician may write to any medical element for which he or she is the designated primary care physician, provided an email is sent to the patient.",{decision: allow; subject: physician; action: write; resource: any medical element; condition: email is sent to the patient; purpose: none},11
12563,"The user selects a laboratory procedure from the calendar to read its details by clicking the ""Read Details"" link beside or below the LOINC code displayed for the laboratory procedure.",{decision: deny; subject: user; action: select; resource: laboratory procedure; condition: none; purpose: read its details},0
12564," ""Accessing Resource H is only allowed for subjects Alice and Bob and Carol.""",{decision: allow; subject: carol; action: accessing; resource: h; condition: none; purpose: none | decision: allow; subject: alice; action: accessing; resource: h; condition: none; purpose: none},10
12565,"If  students need to read student identification information, the pharmacy system should not read medical records.",{decision: deny; subject: health care professional; action: read; resource: medical records; condition: students need to read student identification information; purpose: none},1
12566,The user is presented with a list of his or her messages in the message inbox.,{decision: allow; subject: none; action: present; resource: list of his or her messages in the message inbox; condition: her resident is admitted; purpose: none},4
12567,"System presents an option (""finish"", ""decline"", ""pending"" with ""pending"" as default value) to mark the status of the consultation and a text box to enter the details of the consultation.",{decision: allow; subject: system; action: present; resource: option; condition: none; purpose: mark the status of the consultation},10
12568,Note that the administrator is not allowed through the system interface to delete an existing entry or modify the appointment type name in an existing entry.,{decision: deny; subject: administrator; action: delete; resource: existing entry; condition: none; purpose: none | decision: deny; subject: administrator; action: modify; resource: appointment type name in an existing entry; condition: none; purpose: none},11
12569,"If a patient or personal health officer has not yet taken part in a satisfaction test for a visit to the doctor, the patient may opt for the examination for a visit to the doctor (if the table has already been drawn up, another doctor or personal health officer can not carry out the survey (uc24).",{decision: deny; subject: personal health officer; action: carry out; resource: survey; condition: table has already been drawn up; purpose: none | decision: allow; subject: patient; action: opt; resource: examination; condition: patient or personal health officer has not yet taken part in a satisfaction test for a visit to the doctor; purpose: visit to the doctor | decision: deny; subject: doctor; action: carry out; resource: survey; condition: table has already been drawn up; purpose: none},11
12570,Students cannot register for online offerings after entries from the 2nd semester ve been closed.,{decision: allow; subject: students; action: register; resource: course offerings; condition: entries from the 2nd semester ve been closed; purpose: none},0
12571,In The Information Lens  the authors focus on sharing information among a group of people to solve problems.,{decision: allow; subject: authors; action: share; resource: information among a group of people; condition: none; purpose: none},9
12572," ""Subject Alice is allowed to read Resource A only if Purpose is research.""",{decision: allow; subject: none; action: read; resource: a; condition: none; purpose: research},6
12573,Only authorized users should have access to financial reports.,{decision: allow; subject: unauthorized users; action: have access; resource: financial reports; condition: none; purpose: add},5
12574,"The input data and a timestamp and the fact that the status was reported by ""patient representative"" and their MID are saved.",{decision: allow; subject: none; action: save; resource: mid; condition: none; purpose: none | decision: allow; subject: none; action: save; resource: input data; condition: patient or personal health assistant has not conducted or completed a survey during an office visit; purpose: none | decision: allow; subject: none; action: save; resource: timestamp; condition: none; purpose: none | decision: allow; subject: none; action: save; resource: status; condition: none; purpose: none},4
12575,"The system shall enable the administrator to add a new entry for a hospital, or modify the hospital name in an existing entry.",{decision: allow; subject: administrator; action: modify; resource: hospital name in an existing entry; condition: none; purpose: none},10
12576,He can select a patient and then enter data.,{decision: allow; subject: he; action: select; resource: patient; condition: none; purpose: none},10
12577,"Visitors can also add status notes about their place of residence, which cannot be seen by healthcare professionals and the public due to patient confidentiality.",{decision: deny; subject: public; action: see; resource: status notes about their place of residence; condition: none; purpose: patient confidentiality | decision: deny; subject: healthcare professionals; action: see; resource: status notes about their place of residence; condition: none; purpose: patient confidentiality | decision: allow; subject: visitors; action: add; resource: status notes about their place of residence; condition: none; purpose: none},11
12578,Also hcp should not enter or edit or view the recipient identity security question file password.,{decision: deny; subject: hcp; action: enter; resource: recipient identity security question file password; condition: none; purpose: none | decision: deny; subject: hcp; action: edit; resource: recipient identity security question file password; condition: none; purpose: none},10
12579,"For each patient from the monitoring list, the LHCP can choose to edit which types of remote monitoring information (blood pressure, glucose levels, height, weight, and pedometer readings) should be submitted by the patient.",{decision: allow; subject: lhcp; action: edit; resource: lab procedure creation; condition: none; purpose: none},3
12580,"The PCC sends the papers and review forms to the reviewers, who must fill in the review forms and send these to the PCC.",{decision: allow; subject: reviewers; action: fill in; resource: review forms; condition: none; purpose: none | decision: allow; subject: reviewers; action: send; resource: review forms; condition: none; purpose: none | decision: allow; subject: pcc; action: send; resource: review forms; condition: none; purpose: none},10
12581,"If someone was still called PC - chairman or administrator, he can never see paper instead of paper - review - members with whom he or she is in conflict.",{decision: deny; subject: person; action: see; resource: paper - review; condition: none; purpose: none},8
12582,"Any professor, except assistant professors, can review a project.",{decision: deny; subject: assistant professors; action: review; resource: project; condition: respectively; purpose: none | decision: allow; subject: professor; action: review; resource: project; condition: none; purpose: none},4
12583,The submitted bids are accumulated.,{decision: deny; subject: none; action: accumulate; resource: submitted bids; condition: none; purpose: none},0
12584,"The HCP provides the dosage in milligrams, the start and end date for the prescription, and any special instructions.",{decision: allow; subject: hcp; action: provide; resource: dosage in milligrams; condition: none; purpose: none | decision: allow; subject: hcp; action: provide; resource: end date; condition: none; purpose: none | decision: allow; subject: health care personnel; action: provide; resource: start date; condition: none; purpose: none | decision: allow; subject: hcp; action: provide; resource: special instructions; condition: none; purpose: none},1
12585,The administrator selects one drug.,{decision: allow; subject: administrator; action: select; resource: drug; condition: data owners not exist; purpose: none},4
12586,The answers to the survey are stored.,{decision: allow; subject: none; action: store; resource: answers to the survey; condition: student cannot be assigned to a primary selection; purpose: none},4
12587,Students cannot register for course offerings after registration for the current semester has been closed.,{decision: deny; subject: none; action: register; resource: course offerings; condition: registration for the current semester has been closed; purpose: none},6
12588,The patient views his message inbox.,{decision: allow; subject: privacy policy; action: view; resource: message inbox; condition: none; purpose: none},1
12589,Authors can never return scores.,{decision: deny; subject: authors; action: return; resource: scores; condition: before accessing sensitive information; purpose: none},4
12590,"In addition, the reviewers must indicate their overall expertise on the topics that a paper covers.",{decision: allow; subject: reviewers; action: indicate; resource: office visit information; condition: none; purpose: none},3
12591,"A patient or personal health representative can answer any of the following questions relative to a previous (in UC9, S1) office visit according to Data Format 6.13.",{decision: allow; subject: personal health representative; action: answer; resource: questions relative to a previous (in uc9 s1) office visit; condition: none; purpose: none | decision: allow; subject: patient; action: answer; resource: questions relative to a previous (in uc9 s1) office visit; condition: by default; purpose: none},4
12592,"The input data and a timestamp and the fact that the status was reported by ""patient representative"" and their MID are saved.",{decision: allow; subject: none; action: save; resource: mid; condition: none; purpose: none | decision: allow; subject: none; action: save; resource: input data; condition: none; purpose: none | decision: allow; subject: none; action: save; resource: timestamp; condition: none; purpose: none},10
12593,The system calculates the tuition owed by each student for his current semester schedule and sends a transaction to the Billing System.,{decision: allow; subject: system; action: calculate; resource: tuition owed by each student for his current semester schedule; condition: none; purpose: none | decision: deny; subject: system; action: send; resource: transaction; condition: none; purpose: none},0
12594,The supervisor cannot execute a function code to check the case.,{decision: deny; subject: nurses; action: execute; resource: function code; condition: none; purpose: check the case},1
12595,"The notification center displays, 'You haven't entered remote monitoring information for today yet' if the patient is being monitored for telemedicine but the patient or personal health representative hasn't entered remote monitoring information for the current date yet.",{decision: allow; subject: pc chairman; action: display; resource: you havent entered remote monitoring information for today yet; condition: patient is being monitored for telemedicine but the patient or personal health representative hasnt entered remote monitoring information for the current date yet; purpose: none},1
12596,The administrator can choose the hospitals.,{decision: deny; subject: administrator; action: choose; resource: hospitals; condition: none; purpose: none},0
12597,Only Doctors and Nurses can read patient records.,{decision: allow; subject: doctors; action: read; resource: patient records; condition: none; purpose: none},10
12598,System has usually restricted through their system authority to delete an existing entry or modify the appointment type name on every outgoing entry.,{decision: deny; subject: none; action: delete; resource: existing entry; condition: none; purpose: none},10
